doc_id,sentence,label,participants_count,interventions_count,outcomes_count
10476617,"Trial of prophylactic administration of TXA2 synthetase inhibitor , ozagrel hydrochloride , for preeclampsia .",interventions,1,6,0
10476617,"OBJECTIVE In an attempt to investigate the prophylactic effect of a thromboxane A2 ( TXA2 ) synthetase inhibitor on pregnant women with a high risk of preeclampsia , the following clinical study was undertaken .",interventions,3,7,0
10476617,METHODS Forty pregnant women were randomly allocated to control or treatment groups .,participants,3,0,0
10476617,"Ozagrel Hydrochloride ( 400 mg/day , orally ) and placebo were started at 20 weeks of gestation and continued until delivery .",interventions,0,3,0
10476617,"RESULTS Seventeen of 20 ( 85 % ) women in the control group developed preeclampsia , whereas 9 of 20 ( 45 % ) in the treatment group developed preeclampsia .",outcomes,0,0,2
10476617,"Ozagrel Hydrochloride significantly ( p < 0.01 ) reduced the occurrence of preeclampsia , and the incidence of both hypertension ( p < 0.05 ) and proteinuria ( p < 0.01 ) was significantly less in the treatment group compared with the control group .",outcomes,0,0,5
10476617,"One month after administration , the mean plasma concentration of TXB2 , a metabolite of TXA2 , was significantly decreased ( p < 0.01 ) to 62.4 +/- 13.6 % , whereas that of 6-keto prostaglandin F1 alpha , a metabolite of PGI2 , was significantly increased ( p < 0.01 ) to 206.7 +/- 52.8 % .",outcomes,0,0,17
10476617,There were no maternal or fetal side effects observed .,outcomes,0,0,6
10476617,CONCLUSIONS It seems likely that Ozagrel Hydrochloride could be used for the prevention of preeclampsia in high-risk pregnant women .,outcomes,1,2,3
10482855,Inhibition of the seasonal IgE increase to Dactylis glomerata by daily sodium chloride nasal-sinus irrigation during the grass pollen season .,participants,9,5,5
10489959,Assessment of the pain of blood-sugar testing : a randomised controlled trial .,participants,13,0,0
10489959,Lancet puncture to the side of the thumb resulted in less pain than lancet puncture to the finger or venepuncture at the elbow .,interventions,0,19,2
10489959,Success rates were the same .,none,0,0,0
10492627,Chemotherapy for operable gastric cancer : results of the Dutch randomised FAMTX trial .,participants,4,1,0
10492627,The Dutch Gastric Cancer Group ( DGCG ) .,participants,1,0,0
10492627,The aim of this trial was to investigate whether pre-operative chemotherapy leads to a 15 % higher curative resectability rate in patients with operable gastric cancer .,outcomes,0,1,3
10492627,"In this randomised trial , patients were allocated to receive either four courses of chemotherapy using 5-fluorouracil , doxorubicin and methotrexate ( FAMTX ) prior to surgery or to undergo surgery only .",interventions,0,13,0
10492627,Patients younger than 75 years of age with a good physical and mental condition and a histologically proven adenocarcinoma of the stomach without clinical or radiographic ( computed tomography scan ) evidence of distant metastases were eligible for this trial .,none,0,0,0
10492627,Early gastric cancer or cardia carcinoma were excluded .,none,0,0,0
10492627,The response to chemotherapy was evaluated after two and four courses .,interventions,0,1,0
10492627,"In case of progressive disease ( PD ) after two courses , patients were operated upon as soon as possible .",none,0,0,0
10492627,"Otherwise complete response ( CR ) partial response ( PR ) or stable disease ( SD ) , two more courses were scheduled .",none,0,0,0
10492627,The standard surgical procedure was a limited lymphadenectomy ( D1 ) with staging biopsy of the para-aortic lymph nodes .,none,0,0,0
10492627,"Between September 1993 and February 1996 , 56 eligible and evaluable patients were entered : 27 were randomised to receive FAMTX before surgery and 29 to undergo surgery only .",none,0,0,0
10492627,"In the FAMTX + surgery treatment group , 15/27 ( 56 % ) had curative resections versus 18/29 ( 62 % ) in the surgery only arm .",outcomes,0,0,2
10492627,There was no difference in the frequency of TNM stages I + II in both treatment arms : 15/27 versus 15/29 .,outcomes,0,0,7
10492627,"Due to PD and/or toxicity , 12 patients ( 44 % ) could not complete the planned four courses of FAMTX .",outcomes,0,0,1
10492627,"Response evaluation after chemotherapy was possible in 25 patients : 2 CR , 6 PR , 8 SD and 9 PD .",none,0,0,0
10492627,The difference in curative resectability rate was 6.5 % ( 95 % confidence interval -32 to +19 % ) in favour of surgery only .,outcomes,0,0,2
10492627,Downstaging for stages I + II did not occur .,none,0,0,0
10492627,PD was more often the reason for not completing the planned four courses than toxicity .,none,0,0,0
10492627,More active regimens than FAMTX are required for future randomised trials .,interventions,0,1,0
10499652,Gabexate mesilate and antithrombin III for intraoperative anticoagulation in heparin pretreated patients .,interventions,2,4,0
10499652,"Thirty patients scheduled for elective myocardial revascularization and having undergone preoperative heparin treatment have been admitted to this prospective , randomized study .",participants,7,0,0
10499652,The aim of the study was to test two different strategies for preserving circulating antithrombin III ( AT-III ) during cardiopulmonary bypass .,outcomes,0,0,6
10499652,"Patients in the control group ( group C , n = 10 ) were treated with a standard heparinization ( 300 IU/kg ) .",interventions,0,2,0
10499652,Patients in group A ( n = 10 ) received the same management plus two doses of purified antithrombin III ( 1000 IU each ) .,interventions,0,2,0
10499652,Patients in group GA received 200 IU/kg heparin and a continuous infusion of heparin ( 100 IU/kg/h ) and gabexate mesilate ( 2 mg/kg/h ) plus the same dose of antithrombin III as group A .,interventions,0,15,0
10499652,Both group A and group GA demonstrated a preservation of circulating AT-III when compared to group C ; this effect was more pronounced in group GA .,outcomes,0,0,4
10499652,The total heparin dosage was less in group GA than in groups A and C. Purified AT-III administration is recommended in heparin pretreated patients ; the addition of gabexate mesilate to this protocol decreases the heparin requirement and increases the AT-III preservation .,outcomes,2,0,8
10506815,One-year results from the phase III investigation of the KeraVision Intacs .,interventions,0,5,0
10506815,"BACKGROUND Limitations of the surgical correction for myopia include inaccuracy , instability , treatment of the central optical zone , and lack of reversibility .",participants,1,0,0
10506815,KeraVision Intacs offer an alternative that addresses these shortcomings .,interventions,0,2,0
10506815,METHODS We present 1 year of follow-up information on 95 subjects enrolled in the United States Food and Drug Administration Phase III clinical trials .,participants,1,0,0
10506815,"RESULTS At 1 year , 99 % of patients ( 89 of 90 ) had 20/40 uncorrected vision or better .",participants,7,0,0
10506815,Ninety-two percent of eyes ( 83 of 90 ) were within 1.00 D of intended correction and 76 % of eyes ( 68 of 90 ) were within 0.50 D of intended correction .,none,0,0,0
10506815,"Stability was achieved at 3 months , with 96 % of subjects ( 86 of 90 ) having less than 1.00 D of change from their previous examination .",outcomes,0,0,1
10506815,"In a substudy , 89 % eyes ( 58 of 65 ) varied within +/- 0.50 D over the course of a day .",none,0,0,0
10506815,"Corneal curvature changed as predicted , resulting in a prolate aspheric shape within the central optical zone .",outcomes,0,0,2
10506815,"Most complications or adverse events experienced were managed with additional medication or surgical intervention , resulting in a favorable outcome for subjects .",outcomes,0,0,4
10506815,"CONCLUSIONS KeraVision Intacs are effective , predictable , stable , and safe .",outcomes,0,0,8
10506815,This additive technique may also offer reversibility .,none,0,0,0
10509459,Tactile feedback is present during minimally invasive surgery .,interventions,0,3,2
10509459,BACKGROUND The applications of minimally invasive surgery ( MIS ) and laparoscopy are rapidly expanding .,interventions,0,7,0
10509459,"Despite this expansion , our understanding of the importance of haptic feedback during laparoscopic surgery is incomplete .",interventions,0,2,0
10509459,"Although many surgeons believe that the use of minimally invasive techniques eliminates force feedback and tactile sensation ( haptics ) , the importance of haptics in MIS has not been fully evaluated .",outcomes,0,3,7
10509459,There is considerable interest in the development of simulators for MIS even though the importance of force feedback remains poorly understood .,outcomes,0,0,2
10509459,"This study was designed to determine the ability of experienced surgeons to interpret haptic feedback with respect to texture , shape , and consistency of an object .",outcomes,0,0,8
10509459,"STUDY DESIGN A randomized , single-blinded study was designed .",none,0,0,0
10509459,"Twenty surgeons were presented objects in a random order , with participants blinded as to their identity .",participants,1,0,0
10509459,"Inspection by direct palpation , conventional instruments , and laparoscopic instruments was performed on all objects .",interventions,0,8,8
10509459,"Statistic analysis of the data was performed using chi-square analysis and , when appropriate , a Fischer exact probability test .",none,0,0,0
10509459,RESULTS Direct palpation was associated with the highest accuracy for shape identification and was superior to both conventional instruments ( p < 0.001 ) and laparoscopic instruments ( p < 0.001 ) .,outcomes,0,0,2
10509459,Fine texture analysis with either a conventional instrument or a laparoscopic instrument was superior to direct palpation ( p < 0.05 ) .,interventions,0,4,0
10509459,"Finally , the three methods of analysis were comparable for consistency analysis .",none,0,0,0
10509459,"CONCLUSIONS These data indicate that laparoscopic instruments do , in fact , provide surgeons with haptic feedback .",outcomes,0,0,2
10509459,"Interpretation of the texture , shape , and consistency of objects can be performed .",none,0,0,0
10509459,"In some situations , laparoscopic instruments appear to amplify the haptic information available .",interventions,0,2,0
10509459,Our ongoing work is directed at further defining force interactions .,none,0,0,0
10517189,Ciprofloxacin and rifampicin versus doxycycline and rifampicin in the treatment of brucellosis .,interventions,0,6,1
10517189,"The present study was undertaken to evaluate the efficacy , safety , and patient tolerability of two antibiotic regimens for the treatment of brucellosis : rifampicin 600 mg/day and doxycycline 200 mg/day for 45 days ( group 1 ) , versus rifampicin 600 mg/day and ciprofloxacin 1 g/day for 30 days ( group 2 ) .",interventions,0,17,8
10517189,Forty patients were diagnosed with brucellosis based on clinical and microbiological findings .,none,0,0,0
10517189,The two groups were comparable regarding age and sex distribution .,none,0,0,0
10517189,"The average number of days without fever and symptoms was lower in group 2 patients than in group 1 patients ( mean+/-SD : 3.85+/-1.98 for group 1 vs. 2.78+/-1.03 for group 2 , P=0.044 ) .",outcomes,0,0,8
10517189,"During the 1-year follow-up period , three ( 15 % ) patients in group 2 and two ( 10 % ) patients in group 1 had clinical relapses ; these rates were not significantly different .",outcomes,0,0,1
10517189,Ciprofloxacin and rifampicin treatment for brucellosis is as effective as the standard regimen of doxycycline and rifampicin and offers the advantage of a shorter duration of treatment .,interventions,0,6,1
10517426,Use of the oral neuraminidase inhibitor oseltamivir in experimental human influenza : randomized controlled trials for prevention and treatment .,interventions,1,3,0
10517426,"CONTEXT Influenza virus neuraminidase is thought to be essential for virus replication in humans ; however , to date , available neuraminidase inhibitors are limited to zanamivir , which is topically administered .",none,0,0,0
10517426,"OBJECTIVE To determine the safety , tolerability , and antiviral activity of oral neuraminidase inhibitor oseltamivir ( GS4104/Ro64-0796 ) for prevention and the early treatment of influenza in experimentally infected humans .",outcomes,0,0,7
10517426,"DESIGN Two randomized , double-blind , placebo-controlled trials conducted between June and July 1997 .",interventions,0,1,0
10517426,SETTING Individual hotel rooms ; 2 large US university medical schools .,none,0,0,0
10517426,"PARTICIPANTS A total of 117 healthy adult volunteers ( aged 18-40 years ; median age , 21 years ) who were susceptible ( hemagglutination-inhibition antibody titer < or =1:8 ) .",participants,10,0,0
10517426,INTERVENTIONS All subjects were inoculated intranasally with influenza A/Texas/36/91 ( H1N1 ) virus .,interventions,0,9,0
10517426,"For the prophylaxis study , oral oseltamivir ( 100 mg once daily [ n = 12 ] , 100 mg twice daily [ n = 12 ] , or matching placebo [ n = 13 ] , starting 26 hours before virus inoculation ) was administered .",interventions,0,4,0
10517426,"For the treatment study , the same drug was given ( 20 mg , 100 mg , or 200 mg twice daily , 200 mg once daily , or matching placebo [ n = 16 ] , in each group starting 28 hours after inoculation ) .",interventions,0,1,0
10517426,All regimens were continued for 5 days .,none,0,0,0
10517426,"MAIN OUTCOME MEASURES Comparing placebo groups with pooled treatment groups , for prophylaxis , outcomes included frequency of infection and viral shedding ; for treatment , viral shedding in titers .",outcomes,0,0,6
10517426,"RESULTS In the prophylaxis study , 8 ( 67 % ) of 12 placebo and 8 ( 38 % ) of 21 oseltamivir recipients became infected ( P = .16 ; efficacy , 61 % ) ; 6 ( 50 % ) placebo compared with 0 oseltamivir recipients shed virus ( P < .001 ; efficacy , 100 % ) , and 33 % of placebo but no oseltamivir recipient had infection-related respiratory illness ( P < .01 ) .",outcomes,0,0,1
10517426,"Among infected subjects in the treatment study ( n = 69 ) , the viral titer area under the curve of the combined oseltamivir groups ( n = 56 ) was lower ( median [ interquartile range [ IQR ] ] , 80 [ 23-151 ] vs 273 [ 79-306 ] log10 tissue culture-infective doses50 per milliliter x hour ; P = .02 ) than the placebo group ( n = 13 ) , and the median ( IQR ) duration of viral shedding with therapy was reduced from 107 ( 83-131 ) to 58 ( 35-59 ) hours ( P = .003 ) .",outcomes,0,0,14
10517426,"Oseltamivir treatment also reduced symptom scores ( median [ IQR ] score-hours , 225 [ 97-349 ] vs 400 [ 189-645 ] ; P = .05 ) , and nasal proinflammatory cytokine levels .",outcomes,0,0,6
10517426,"Transient mild to moderate nausea after dosing was observed in 15 ( 17 % ) of 88 oseltamivir and 2 ( 7 % ) of 29 placebo recipients ( 95 % confidence interval for difference , -11 % to 68 % ) , which was largely prevented by ingestion with food .",outcomes,0,0,4
10517426,"CONCLUSIONS In these trials , prophylaxis and early treatment with oral oseltamivir were both associated with significant antiviral and clinical effects in experimental human influenza .",participants,1,0,0
10525558,An empirical comparison of the St George 's Respiratory Questionnaire ( SGRQ ) and the Chronic Respiratory Disease Questionnaire ( CRQ ) in a clinical trial setting .,none,0,0,0
10525558,BACKGROUND The Chronic Respiratory Questionnaire ( CRQ ) and the St George 's Respiratory Questionnaire ( SGRQ ) are the two most widely used quality of life questionnaires in chronic obstructive pulmonary disease ( COPD ) .,participants,4,0,0
10525558,"A study was undertaken to compare directly the self-administered version of the CRQ and the SGRQ with respect to feasibility , internal consistency , validity , and sensitivity to changes resulting from bronchodilator therapy .",none,0,0,0
10525558,"METHODS One hundred and forty four patients with moderate or severe COPD were randomly assigned to receive three months of treatment with either salmeterol , salmeterol + ipratropium bromide , or placebo .",participants,11,5,0
10525558,Quality of life was measured at baseline and after 12 weeks of treatment .,outcomes,0,0,3
10525558,RESULTS The proportions of missing values per patient were low for both questionnaires ( 0.54 % for the CRQ and 2 % for the SGRQ ) .,outcomes,0,0,4
10525558,The internal consistency was good for both questionnaires ( Cronbach 's alpha coefficients > /= 0.84 for the CRQ and > /= 0.76 for the SGRQ ) .,outcomes,0,0,2
10525558,Factor analysis confirmed the original domain structure of the CRQ but not of the SGRQ .,none,0,0,0
10525558,Correlations with forced expiratory volume in one second ( FEV ( 1 ) ) % predicted and peak expiratory flow rate ( PEFR ) were low for both questionnaires but better for the SGRQ than for the CRQ .,outcomes,0,0,14
10525558,The ability to discriminate between subjects with different levels of FEV ( 1 ) was somewhat better for the SGRQ .,outcomes,0,0,4
10525558,The correlations with symptom scores were comparable for both questionnaires .,none,0,0,0
10525558,"Cross sectionally , the scores of the two questionnaires were moderately to highly correlated ( coefficients ranged from 0.35 to 0.72 ) .",none,0,0,0
10525558,"Longitudinally , these correlations were lower ( coefficients ranged from 0.17 to 0.54 ) but were still significant .",none,0,0,0
10525558,The CRQ total and emotions score and the SGRQ symptoms score were the most responsive to change .,outcomes,0,0,10
10525558,The SGRQ symptoms domain was the only domain where the improvement in patients receiving combination treatment crossed the threshold for clinical relevance .,outcomes,0,0,3
10525558,"CONCLUSIONS Since this analysis of reliability , validity , and responsiveness to change did not clearly favour one instrument above the other , the choice between the CRQ and the SGRQ can be based on other considerations such as the required sample size or the availability of reference values .",none,0,0,0
10539493,The impact of schizophrenic patient functionality on service utilization and cost .,outcomes,1,0,4
10539493,"Based on a presentation by Sandra L. Tunis , PhD .",none,0,0,0
10539493,"With the advent of atypical agents in the treatment of schizophrenia , physicians and policy makers must consider the costs that may accompany greater clinical efficacy .",none,0,0,0
10539493,"Analyses reveal that olanzapine shows a greater clinical cost effectiveness , as well as a greater functional cost effectiveness , than haloperidol , and that functional outcomes , in particular , show promise as important measures of effectiveness .",outcomes,0,2,6
10539493,Functional outcomes can help differentiate medications and can be used to help demonstrate the cost effectiveness of atypical agents .,outcomes,0,0,2
10539493,"Mental health and physical health functioning , as well as work status , are all measures of functioning that have been used to evaluate treatment strategies .",outcomes,0,0,7
10539493,"When comparing olanzapine with haloperidol , cost savings are seen throughout the treatment period ( 1 year ) , with physical functioning most highly affected over time .",outcomes,0,2,4
10539493,Functional outcomes can therefore serve 2 purposes : to enhance compliance by improving health-related quality of life and to assist in making both treatment and formulary decisions .,outcomes,0,0,4
10550137,Granulocyte-macrophage colony-stimulating factor treatment before doxorubicin and cyclophosphamide chemotherapy priming in women with early-stage breast cancer .,participants,6,4,0
10550137,"PURPOSE To determine if inhibition of stem-cell activity induced by granulocyte-macrophage colony-stimulating factor ( [ GM-CSF ] ; Sargramostim ; Immunex Corporation , Seattle , WA ) withdrawal or priming protects hematopoietic stem cells from the cytotoxic effects of adjuvant chemotherapy for early-stage breast cancer .",participants,4,3,0
10550137,PATIENTS AND METHODS Serial blood counts were performed in 20 women with early-stage breast cancer receiving four courses of cyclophosphamide and doxorubicin chemotherapy .,interventions,0,8,0
10550137,"By a double-blind , placebo-controlled , balanced randomization , subjects received GM-CSF priming on days 5 to 1 for courses 1 and 3 or courses 2 and 4 .",interventions,0,19,0
10550137,"RESULTS Compared with before priming , after priming the times to neutrophil nadir ( 12.8 +/- 2.5 days v 14.8 +/- 1.5 days , respectively ; P =.0001 ) and platelet nadir ( mean +/- SD , 10.1 +/- 1.9 days v 11.1 +/- 2.2 days , P < .05 ) were shorter , indicating a shift of cytotoxicity to later progenitors .",outcomes,0,0,6
10550137,"The neutrophil nadir was similar with and without priming ( mean +/- SD , 490 +/- 310/microL v 550 +/- 350/microL , respectively ; P =.2 ) ; however , on day 16 the mean neutrophil count was higher ( mean +/- SD , 1030 +/- 580/microL v 690 +/- 370/microL , P =.004 ) , and the proportion of patients with a neutrophil count less than 500/microL was lower after priming than before ( six of 35 or 17 .",outcomes,0,0,6
10550137,"1 % v 12 of 34 or 35.3 % , respectively ; P =.04 ) .",none,0,0,0
10550137,"The platelet nadir was higher ( mean +/- SD , 166,000 +/- 51,000/microL after priming v 151,000 +/- 45,000/microL before priming , P =.007 ) , and the duration of thrombocytopenia , ie , a platelet count less than 150,000/microL , was shorter ( 1.5 +/- 2.1 days v 2.8 +/- 2.9 days , P =.0025 ) after priming .",outcomes,0,0,5
10550137,Episodes of fever and neutropenia were not observed .,outcomes,0,0,3
10550137,CONCLUSIONS GM-CSF priming from days 5 to 1 before doxorubicin and cyclophosphamide chemotherapy was associated with an earlier neutrophil and platelet nadir .,outcomes,0,0,3
10550137,"On day 16 , a higher mean neutrophil count and a lower proportion of patients with severe ( < 500/microL ) neutropenia were observed .",outcomes,0,0,3
10550137,Beneficial effects on the severity and duration of thrombocytopenia were also noted .,outcomes,0,0,1
10550137,These observations support the hypothesis that GM-CSF priming protects hematopoietic progenitors from the cytotoxic effects of chemotherapy .,interventions,0,1,0
10554799,A randomized controlled trial of itraconazole versus fluconazole for the prevention of fungal infections in patients with haematological malignancies .,outcomes,2,2,4
10554799,U.K. Multicentre Antifungal Prophylaxis Study Group .,none,0,0,0
10554799,Fluconazole is widely used as antifungal prophylaxis but it is ineffective against Aspergillus .,outcomes,0,1,2
10554799,Itraconazole has a broader spectrum of activity but the capsules give erratic bioavailability in neutropenic patients .,interventions,0,1,0
10554799,We compared itraconazole oral solution ( which has an improved pharmacokinetic profile ) with fluconazole for antifungal prophylaxis .,interventions,0,4,0
10554799,Adults with haematological malignancies receiving chemotherapy or bone marrow transplants were randomly allocated 5 mg/kg/d itraconazole ( itra ) solution ( 288 episodes ) or 100 mg fluconazole suspension ( flu ) ( 293 episodes ) from before the onset of neutropenia until neutrophil recovery or suspected fungal infection .,interventions,1,9,0
10554799,Outcomes were assessed by independent reviewers unaware of the prophylaxis allocation .,none,0,0,0
10554799,"More proven systemic fungal infections occurred in flu ( Aspergillus four , Candida tropicalis one , C. krusei one ) than itra ( C. albicans one ) and more of these were fatal ( four versus nil ) .",outcomes,0,0,4
10554799,"This difference reached statistical significance when first study episodes were considered separately ( six flu versus nil itra , P = 0.03 ) .",none,0,0,0
10554799,"Significantly more deaths of presumed fungal origin occurred in flu than itra ( seven versus nil , P = 0.024 ) .",outcomes,0,0,5
10554799,"There were significantly more cases of proven aspergillosis in flu than itra ( six versus nil , P = 0.038 , 5/6 cases were fatal ) if those occurring outside the study period are included .",outcomes,0,0,1
10554799,"Significantly more patients receiving flu required amphotericin B ( 58 v 39 , P = 0.043 ) but this may have been affected by the fact that the study was not blinded .",none,0,0,0
10554799,There were 11 proven mucosal candidal infections in flu and four in itra .,outcomes,0,0,3
10554799,Itraconazole solution and fluconazole provide effective prophylaxis against Candida but itraconazole affords greater protection against fatal aspergillosis .,interventions,0,2,2
10555930,The effect of Cys LT1 receptor blockade on airway responses to allergen .,interventions,0,4,0
10555930,"STUDY OBJECTIVE To evaluate the effect of a potent experimental leukotriene receptor antagonist , MK-571 , on airway responses to inhaled allergen .",interventions,0,5,0
10555930,"DESIGN Randomized , double-blind , placebo-controlled , crossover trial .",interventions,0,1,0
10555930,SETTING Clinical research center .,none,0,0,0
10555930,SUBJECTS Eight male volunteers with allergic asthma .,participants,4,0,0
10555930,"INTERVENTIONS An intravenous loading dose was followed by an 8-hour infusion of MK-571 or placebo , with a 7- to 14-day washout between treatments .",interventions,0,5,0
10555930,Allergen challenge was performed after the loading dose and a histamine challenge was performed before and 24 hours after allergen .,interventions,0,1,0
10555930,MEASUREMENTS AND MAIN RESULTS Forced expiratory volume in 1 second was measured serially .,outcomes,0,0,3
10555930,"MK-571 provided about 50 % protection during maximum early and late responses compared with placebo ( p=0.005 ) , but airway obstruction persisted 8-24 hours after allergen on both treatment days .",interventions,0,2,2
10555930,Airway responsiveness to histamine was not significantly attenuated at 24 hours .,outcomes,0,0,4
10555930,CONCLUSION Blocking Cys LT1 receptors for 8 hours attenuated the early and late responses but did not interrupt the cascade of events leading to subsequent allergen-induced airway obstruction and hyperreactivity .,none,0,0,0
10557909,"Effect of guided imagery on length of stay , pain and anxiety in cardiac surgery patients .",outcomes,3,2,5
10560780,Barriers to hypertension care and control in young urban black men .,participants,5,0,0
10560780,Barriers to high blood pressure ( HBP ) care and control have been reported in the literature for > 30 years .,outcomes,0,0,3
10560780,"Few reports on barriers , however , have focused on the young black man with HBP , the age/sex/race group with the highest rates of early severe and complicated HBP and the lowest rates of awareness , treatment , and control .",participants,5,0,0
10560780,"In a randomized clinical trial of comprehensive care for hypertensive young urban black men , factors potentially associated with care and control were assessed at baseline for the 309 enrolled men .",none,0,0,0
10560780,"A majority of the men encountered a variety of barriers including economic , social , and lifestyle obstacles to adequate BP care and control , including no current HBP care ( 49 % ) , risk of alcoholism ( 62 % ) , use of illicit drugs ( 45 % ) , social isolation ( 47 % ) , unemployment ( 40 % ) , and lack of health insurance ( 51 % ) .",outcomes,0,0,18
10560780,"Having health insurance ( odds ratio = 7.20 , P = .00 ) and a negative urine drug screen ( odds ratio = .56 , P = .04 ) were significant predictors of being in HBP care .",outcomes,0,0,7
10560780,Low alcoholism risk and employment were identified as significant predictors of compliance with HBP medication-taking behavior .,outcomes,0,0,4
10560780,"Men currently using illicit drugs were 2.64 times less likely to have controlled BP compared with their counterparts who did not use illicit drugs , and men currently taking HBP medication were 63 times more likely have controlled BP compared with men not taking HBP medication .",outcomes,0,0,10
10560780,"Comprehensive interventions are needed to address socioeconomic and lifestyle issues as well as other barriers to care and treatment , if HBP care is to be salient and effective in this high risk group .",interventions,0,2,0
10563544,Intra-luminal nicotine reduces smooth muscle tone and contractile activity in the distal large bowel .,none,0,0,0
10563544,"BACKGROUND Nicotine may be of therapeutic value in ulcerative colitis ( UC ) , although its mechanism of action has not been established .",participants,5,0,0
10563544,OBJECTIVE To examine the effect of a solution of nicotine on sustained resting pressure ( tone ) and contractile activity in the human colon .,outcomes,0,0,8
10563544,"METHODS Ten healthy volunteers , and seven with UC in symptomatic remission took part ; all were non-smokers .",none,0,0,0
10563544,All 17 subjects were given nicotine or placebo solution on two separate occasions in a randomized sequence .,interventions,0,2,0
10563544,"A water-perfused manometry catheter , with openings at 5 , 10 and 15 cm from the tip , was placed by rigid sigmoidoscopy in the recto-sigmoid region .",interventions,0,4,0
10563544,"Baseline tone and activity were measured for 15 min prior to instillation of 20 ml of saline alone or with nicotine , 1.2 mg , at pH 4.5 .",outcomes,0,0,3
10563544,Observations were made over the subsequent 15-20 min .,none,0,0,0
10563544,"RESULTS Baseline spontaneous activity in all subjects showed both high- and low-frequency components ; in three patients with UC , the low-frequency activity was of high amplitude .",none,0,0,0
10563544,"The nicotine reduced both tone and activity in all subjects , with reduction or abolition of the large contractions in UC .",outcomes,0,0,2
10563544,"Tone in all 17 subjects was reduced significantly at 3 min after nicotine ( P = 0.000015 , sign test ) ; the rate of recovery varied in individuals .",outcomes,0,0,4
10563544,Results from normals and UC did not differ significantly from each other .,none,0,0,0
10563544,No significant change in tone or activity was observed with the saline solution .,outcomes,0,0,2
10563544,CONCLUSION Intra-luminal nicotine significantly reduces both smooth muscle tone and contractile activity in the recto-sigmoid colon in both normal subjects and patients with UC .,none,0,0,0
10566623,A comparison of recombinant human thyrotropin and thyroid hormone withdrawal for the detection of thyroid remnant or cancer .,none,0,0,0
10566623,Recombinant human TSH has been developed to facilitate monitoring for thyroid carcinoma recurrence or persistence without the attendant morbidity of hypothyroidism seen after thyroid hormone withdrawal .,interventions,0,3,0
10566623,The objectives of this study were to compare the effect of administered recombinant human TSH with thyroid hormone withdrawal on the results of radioiodine whole body scanning ( WBS ) and serum thyroglobulin ( Tg ) levels .,interventions,0,4,0
10566623,Two hundred and twenty-nine adult patients with differentiated thyroid cancer requiring radioiodine WBS were studied .,participants,16,0,0
10566623,Radioiodine WBS and serum Tg measurements were performed after administration of recombinant human TSH and again after thyroid hormone withdrawal in each patient .,interventions,0,5,0
10566623,Radioiodine whole body scans were concordant between the recombinant TSH-stimulated and thyroid hormone withdrawal phases in 195 of 220 ( 89 % ) patients .,outcomes,0,2,6
10566623,"Of the discordant scans , 8 ( 4 % ) had superior scans after recombinant human TSH administration , and 17 ( 8 % ) had superior scans after thyroid hormone withdrawal ( P = 0.108 ) .",interventions,0,4,0
10566623,"Based on a serum Tg level of 2 ng/mL or more , thyroid tissue or cancer was detected during thyroid hormone therapy in 22 % , after recombinant human TSH stimulation in 52 % , and after thyroid hormone withdrawal in 56 % of patients with disease or tissue limited to the thyroid bed and in 80 % , 100 % , and 100 % of patients , respectively , with metastatic disease .",participants,10,9,3
10566623,A combination of radioiodine WBS and serum Tg after recombinant human TSH stimulation detected thyroid tissue or cancer in 93 % of patients with disease or tissue limited to the thyroid bed and 100 % of patients with metastatic disease .,outcomes,0,0,3
10566623,"In conclusion , recombinant human TSH administration is a safe and effective means of stimulating radioiodine uptake and serum Tg levels in patients undergoing evaluation for thyroid cancer persistence and recurrence .",interventions,0,4,0
10568568,Effect of nitric-oxide-generating system on microcirculatory blood flow in skin of patients with severe Raynaud 's syndrome : a randomised trial .,outcomes,0,2,3
10568568,"BACKGROUND Patients with Raynaud 's syndrome have abnormal digital vasoconstriction , which may be secondary to impaired synthesis of , or impaired sensitivity to , nitric oxide .",none,0,0,0
10568568,We studied the effect on microcirculation of a nitric-oxide-generating system applied topically to the finger and forearm of healthy volunteers and patients with primary Raynaud 's syndrome .,interventions,0,2,0
10568568,"METHODS We did a single-blind , randomised , placebo controlled , cross-over study of the microcirculatory response to topical application of a nitric-oxidegenerating gel in 20 patients with severe Raynaud 's syndrome , and ten healthy volunteers .",interventions,0,2,2
10568568,"We prepared the nitric-oxide-generating system by mixing a solution of KY jelly and sodium nitrite ( 5 % weight/volume ) , with a solution of KY jelly and ascorbic acid ( 5 % weight/volume ) .",interventions,0,22,0
10568568,"About 0.5 mL of each solution was separately applied to the skin of the forearm ( 3 cm2 ) , and then mixed with a sterile cotton bud .",interventions,0,7,0
10568568,A similar procedure was done simultaneously on the other arm with KY jelly only ( placebo ) .,interventions,0,6,0
10568568,The procedure was then repeated on the finger pulps .,none,0,0,0
10568568,"Changes in skin microcirculatory volume and flux were measured bilaterally by infrared photoplethysmography and laser doppler fluxmetry , respectively .",outcomes,0,0,7
