doc_id,sentence_id,sentence_start,sentence_end,sentence_text,sentence_tokens,p_count,i_count,o_count,gold_label
11932879,2,62,87,"METHODS Fifty-seven patients younger than 65 years with early, nonerosive RA were first treated with CSA and MTX in combination for 6 months.","['METHODS', 'Fifty-seven', 'patients', 'younger', 'than', '65', 'years', 'with', 'early', ',', 'nonerosive', 'RA', 'were', 'first', 'treated', 'with', 'CSA', 'and', 'MTX', 'in', 'combination', 'for', '6', 'months', '.']",2,4,0,MIXED
11932879,3,87,102,They were then randomly stepped down to single-agent maintenance treatment for another 18 months.,"['They', 'were', 'then', 'randomly', 'stepped', 'down', 'to', 'single-agent', 'maintenance', 'treatment', 'for', 'another', '18', 'months', '.']",0,1,0,I
11932879,4,102,117,"Safety, clinical efficacy, survival on treatment, and radiographic progression were evaluated.","['Safety', ',', 'clinical', 'efficacy', ',', 'survival', 'on', 'treatment', ',', 'and', 'radiographic', 'progression', 'were', 'evaluated', '.']",0,0,9,O
11932879,5,117,140,"RESULTS When being treated with combination therapy, 7 of the 57 patients (12.3%) withdrew because of adverse events.","['RESULTS', 'When', 'being', 'treated', 'with', 'combination', 'therapy', ',', '7', 'of', 'the', '57', 'patients', '(', '12.3', '%', ')', 'withdrew', 'because', 'of', 'adverse', 'events', '.']",5,0,2,MIXED
11932879,6,140,186,"Of the remaining 50 patients, 42 (84.0%) were American College of Rheumatology (ACR) 20% responders, 30 (60.0%) were ACR 50% responders, and 23 (46.0%) were ACR 70% responders.","['Of', 'the', 'remaining', '50', 'patients', ',', '42', '(', '84.0', '%', ')', 'were', 'American', 'College', 'of', 'Rheumatology', '(', 'ACR', ')', '20', '%', 'responders', ',', '30', '(', '60.0', '%', ')', 'were', 'ACR', '50', '%', 'responders', ',', 'and', '23', '(', '46.0', '%', ')', 'were', 'ACR', '70', '%', 'responders', '.']",0,0,0,NONE
11932879,7,186,201,"At month 6, 22 patients were randomized to CSA and 27 to MTX.","['At', 'month', '6', ',', '22', 'patients', 'were', 'randomized', 'to', 'CSA', 'and', '27', 'to', 'MTX', '.']",0,2,0,I
11932879,8,201,229,"During this trial period, the treatment was discontinued by 16 patients taking CSA (mainly because of loss of efficacy) and by 4 taking MTX.","['During', 'this', 'trial', 'period', ',', 'the', 'treatment', 'was', 'discontinued', 'by', '16', 'patients', 'taking', 'CSA', '(', 'mainly', 'because', 'of', 'loss', 'of', 'efficacy', ')', 'and', 'by', '4', 'taking', 'MTX', '.']",0,2,1,MIXED
11932879,9,229,256,"At month 24, the probability (+/- SEM) of survival on treatment was 0.273 +/- 0.09 for CSA and 0.852 +/- 0.07 for MTX.","['At', 'month', '24', ',', 'the', 'probability', '(', '+/-', 'SEM', ')', 'of', 'survival', 'on', 'treatment', 'was', '0.273', '+/-', '0.09', 'for', 'CSA', 'and', '0.852', '+/-', '0.07', 'for', 'MTX', '.']",0,2,1,MIXED
11932879,10,256,294,"Of the 6 CSA patients who completed the trial, 4 (66.7%) were ACR 20% responders, and 3 (50%) were both ACR 50% and ACR 70% responders.","['Of', 'the', '6', 'CSA', 'patients', 'who', 'completed', 'the', 'trial', ',', '4', '(', '66.7', '%', ')', 'were', 'ACR', '20', '%', 'responders', ',', 'and', '3', '(', '50', '%', ')', 'were', 'both', 'ACR', '50', '%', 'and', 'ACR', '70', '%', 'responders', '.']",0,0,0,NONE
11932879,11,294,336,"Of the 23 completers in the MTX arm, 21 (91.3%) were ACR 20% responders, 18 (78.3%) were ACR 50%, and 10 (43.5%) were ACR 70% responders.","['Of', 'the', '23', 'completers', 'in', 'the', 'MTX', 'arm', ',', '21', '(', '91.3', '%', ')', 'were', 'ACR', '20', '%', 'responders', ',', '18', '(', '78.3', '%', ')', 'were', 'ACR', '50', '%', ',', 'and', '10', '(', '43.5', '%', ')', 'were', 'ACR', '70', '%', 'responders', '.']",0,1,0,I
11932879,12,336,346,The treatment was not responsible for severe adverse events.,"['The', 'treatment', 'was', 'not', 'responsible', 'for', 'severe', 'adverse', 'events', '.']",0,0,2,O
11932879,13,346,365,Radiography showed a slow progression in the damage score and number of eroded joints in both treatment groups.,"['Radiography', 'showed', 'a', 'slow', 'progression', 'in', 'the', 'damage', 'score', 'and', 'number', 'of', 'eroded', 'joints', 'in', 'both', 'treatment', 'groups', '.']",0,0,7,O
11932879,14,365,392,CONCLUSION Stepping down to single agent maintenance therapy following 6 months of combination treatment with CSA and MTX in early RA was only successful with MTX.,"['CONCLUSION', 'Stepping', 'down', 'to', 'single', 'agent', 'maintenance', 'therapy', 'following', '6', 'months', 'of', 'combination', 'treatment', 'with', 'CSA', 'and', 'MTX', 'in', 'early', 'RA', 'was', 'only', 'successful', 'with', 'MTX', '.']",0,3,0,I
11932879,15,392,418,"Because this treatment did not prevent some radiographic progression, other approaches (e.g., step-up approach) may be more appropriate in early RA.","['Because', 'this', 'treatment', 'did', 'not', 'prevent', 'some', 'radiographic', 'progression', ',', 'other', 'approaches', '(', 'e.g.', ',', 'step-up', 'approach', ')', 'may', 'be', 'more', 'appropriate', 'in', 'early', 'RA', '.']",2,0,2,MIXED
11932900,0,0,28,Detection of recurrent or persistent nasopharyngeal carcinomas after radiotherapy with technetium-99m methoxyisobutylisonitrile single photon emission computed tomography and computed tomography: comparison with 18-fluoro-2-deoxyglucose positron emission tomography.,"['Detection', 'of', 'recurrent', 'or', 'persistent', 'nasopharyngeal', 'carcinomas', 'after', 'radiotherapy', 'with', 'technetium-99m', 'methoxyisobutylisonitrile', 'single', 'photon', 'emission', 'computed', 'tomography', 'and', 'computed', 'tomography', ':', 'comparison', 'with', '18-fluoro-2-deoxyglucose', 'positron', 'emission', 'tomography', '.']",7,16,5,MIXED
11932900,1,28,87,BACKGROUND The diagnostic accuracy of technetium-99m methoxyisobutylisonitrile (Tc-MIBI) single photon emission computed tomography (SPECT) and computed tomography (CT) of the head and neck for differentiating recurrent or residual nasopharyngeal carcinomas (NPC) from benign lesions after radiotherapy was compared with positron emission tomography (PET) with 18-fluoro-2-deoxyglucose (FDG).,"['BACKGROUND', 'The', 'diagnostic', 'accuracy', 'of', 'technetium-99m', 'methoxyisobutylisonitrile', '(', 'Tc-MIBI', ')', 'single', 'photon', 'emission', 'computed', 'tomography', '(', 'SPECT', ')', 'and', 'computed', 'tomography', '(', 'CT', ')', 'of', 'the', 'head', 'and', 'neck', 'for', 'differentiating', 'recurrent', 'or', 'residual', 'nasopharyngeal', 'carcinomas', '(', 'NPC', ')', 'from', 'benign', 'lesions', 'after', 'radiotherapy', 'was', 'compared', 'with', 'positron', 'emission', 'tomography', '(', 'PET', ')', 'with', '18-fluoro-2-deoxyglucose', '(', 'FDG', ')', '.']",1,30,0,MIXED
11932900,2,87,117,"METHODS Thirty six NPC patients underwent head and neck CT, Tc-MIBI SPECT, and FDG-PET four months after radiotherapy to differentiate recurrent or residual NPC from benign lesions.","['METHODS', 'Thirty', 'six', 'NPC', 'patients', 'underwent', 'head', 'and', 'neck', 'CT', ',', 'Tc-MIBI', 'SPECT', ',', 'and', 'FDG-PET', 'four', 'months', 'after', 'radiotherapy', 'to', 'differentiate', 'recurrent', 'or', 'residual', 'NPC', 'from', 'benign', 'lesions', '.']",2,4,0,MIXED
11932900,3,117,129,Histopathologic examinations of nasopharyngeal biopsies were performed for all 36 patients.,"['Histopathologic', 'examinations', 'of', 'nasopharyngeal', 'biopsies', 'were', 'performed', 'for', 'all', '36', 'patients', '.']",0,0,0,NONE
11932900,4,129,137,No patients had multiple foci of NPC.,"['No', 'patients', 'had', 'multiple', 'foci', 'of', 'NPC', '.']",0,0,0,NONE
11932900,5,137,174,"RESULTS Based on biopsy results, the sensitivity, specificity, and accuracy of CT for differentiating recurrent or residual NPC from benign lesions were 73%, 88%, and 83%, respectively.","['RESULTS', 'Based', 'on', 'biopsy', 'results', ',', 'the', 'sensitivity', ',', 'specificity', ',', 'and', 'accuracy', 'of', 'CT', 'for', 'differentiating', 'recurrent', 'or', 'residual', 'NPC', 'from', 'benign', 'lesions', 'were', '73', '%', ',', '88', '%', ',', 'and', '83', '%', ',', 'respectively', '.']",0,1,9,MIXED
11932900,6,174,197,"The sensitivity, specificity, and accuracy of Tc-MIBI SPECT were 73%, 96%, and 89%, respectively.","['The', 'sensitivity', ',', 'specificity', ',', 'and', 'accuracy', 'of', 'Tc-MIBI', 'SPECT', 'were', '73', '%', ',', '96', '%', ',', 'and', '89', '%', ',', 'respectively', '.']",0,2,9,MIXED
11932900,7,197,219,"The sensitivity, specificity, and accuracy of FDG-PET were 100%, 96%, and 97%, respectively.","['The', 'sensitivity', ',', 'specificity', ',', 'and', 'accuracy', 'of', 'FDG-PET', 'were', '100', '%', ',', '96', '%', ',', 'and', '97', '%', ',', 'respectively', '.']",0,1,8,MIXED
11932900,8,219,265,"Combination CT and Tc-MIBI SPECT for 28 NPC patients with congruent results showed the same sensitivity, specificity, and accuracy of 100%, 96%, and 96%, respectively, as FDG-PET for differentiating recurrent or residual NPC from benign lesions.","['Combination', 'CT', 'and', 'Tc-MIBI', 'SPECT', 'for', '28', 'NPC', 'patients', 'with', 'congruent', 'results', 'showed', 'the', 'same', 'sensitivity', ',', 'specificity', ',', 'and', 'accuracy', 'of', '100', '%', ',', '96', '%', ',', 'and', '96', '%', ',', 'respectively', ',', 'as', 'FDG-PET', 'for', 'differentiating', 'recurrent', 'or', 'residual', 'NPC', 'from', 'benign', 'lesions', '.']",0,1,6,MIXED
11932900,9,265,290,"In eight patients with incongruent results between CT and Tc-MIBI SPECT, FDG-PET correctly differentiated two benign lesions and six recurrent or residual NPCs.","['In', 'eight', 'patients', 'with', 'incongruent', 'results', 'between', 'CT', 'and', 'Tc-MIBI', 'SPECT', ',', 'FDG-PET', 'correctly', 'differentiated', 'two', 'benign', 'lesions', 'and', 'six', 'recurrent', 'or', 'residual', 'NPCs', '.']",0,0,0,NONE
11932900,10,290,304,"CONCLUSIONS In detecting recurrent or residual NPC, FDG-PET is the best tool.","['CONCLUSIONS', 'In', 'detecting', 'recurrent', 'or', 'residual', 'NPC', ',', 'FDG-PET', 'is', 'the', 'best', 'tool', '.']",0,1,4,MIXED
11932900,11,304,322,"However, combined use of CT and Tc-MIBI SPECT can result in the same accuracy as FDG-PET.","['However', ',', 'combined', 'use', 'of', 'CT', 'and', 'Tc-MIBI', 'SPECT', 'can', 'result', 'in', 'the', 'same', 'accuracy', 'as', 'FDG-PET', '.']",0,4,1,MIXED
11956614,0,0,11,Endometrial cytodiagnosis using a new softcyte versus a conventional endocyte.,"['Endometrial', 'cytodiagnosis', 'using', 'a', 'new', 'softcyte', 'versus', 'a', 'conventional', 'endocyte', '.']",0,2,0,I
11956614,1,11,72,"A new endometrial cytologic sampling device, softcyte, was used in cytological screening for endometrial cancer, and was compared with the endocyte with regard to manipulability, adverse effects (including pain and hemorrhage), and cellular findings (including the quantity of cells collected, the success rate, cell freshness, and cellular clumping).","['A', 'new', 'endometrial', 'cytologic', 'sampling', 'device', ',', 'softcyte', ',', 'was', 'used', 'in', 'cytological', 'screening', 'for', 'endometrial', 'cancer', ',', 'and', 'was', 'compared', 'with', 'the', 'endocyte', 'with', 'regard', 'to', 'manipulability', ',', 'adverse', 'effects', '(', 'including', 'pain', 'and', 'hemorrhage', ')', ',', 'and', 'cellular', 'findings', '(', 'including', 'the', 'quantity', 'of', 'cells', 'collected', ',', 'the', 'success', 'rate', ',', 'cell', 'freshness', ',', 'and', 'cellular', 'clumping', ')', '.']",0,1,0,I
11956614,2,72,104,"A total of 315 women (premenopause 251, postmenopause 64) were randomly assigned to two groups who underwent the endometrial cytological screening with either the softcyte or the endocyte.","['A', 'total', 'of', '315', 'women', '(', 'premenopause', '251', ',', 'postmenopause', '64', ')', 'were', 'randomly', 'assigned', 'to', 'two', 'groups', 'who', 'underwent', 'the', 'endometrial', 'cytological', 'screening', 'with', 'either', 'the', 'softcyte', 'or', 'the', 'endocyte', '.']",4,5,0,MIXED
11956614,3,104,118,To assess the value of the softcyte we compared it with the endocyte.,"['To', 'assess', 'the', 'value', 'of', 'the', 'softcyte', 'we', 'compared', 'it', 'with', 'the', 'endocyte', '.']",0,2,0,I
11956614,4,118,145,"Endometrial cytology using a softcyte or an endocyte achieved high correct diagnosis rate for cancer, and both instruments are valuable as endometrial cytologic sample devices.","['Endometrial', 'cytology', 'using', 'a', 'softcyte', 'or', 'an', 'endocyte', 'achieved', 'high', 'correct', 'diagnosis', 'rate', 'for', 'cancer', ',', 'and', 'both', 'instruments', 'are', 'valuable', 'as', 'endometrial', 'cytologic', 'sample', 'devices', '.']",0,2,5,MIXED
11956614,5,145,167,"The softcyte causes only mild pain on introduction and during collection, and a large quantity of cells could be harvested.","['The', 'softcyte', 'causes', 'only', 'mild', 'pain', 'on', 'introduction', 'and', 'during', 'collection', ',', 'and', 'a', 'large', 'quantity', 'of', 'cells', 'could', 'be', 'harvested', '.']",0,0,10,O
11956614,6,167,185,These results suggest that the softcyte is a useful cytologic sampling device in screening for endometrial cancer.,"['These', 'results', 'suggest', 'that', 'the', 'softcyte', 'is', 'a', 'useful', 'cytologic', 'sampling', 'device', 'in', 'screening', 'for', 'endometrial', 'cancer', '.']",0,0,0,NONE
11957440,0,0,17,[One-year effect of health counseling on life style and risk factors of heart disease].,"['[', 'One-year', 'effect', 'of', 'health', 'counseling', 'on', 'life', 'style', 'and', 'risk', 'factors', 'of', 'heart', 'disease', ']', '.']",0,2,0,I
11957440,1,17,44,"INTRODUCTION We examined the need for counselling and the effect on willingness and ability to change life-style, and subsequent changes in risk factors for CHD.","['INTRODUCTION', 'We', 'examined', 'the', 'need', 'for', 'counselling', 'and', 'the', 'effect', 'on', 'willingness', 'and', 'ability', 'to', 'change', 'life-style', ',', 'and', 'subsequent', 'changes', 'in', 'risk', 'factors', 'for', 'CHD', '.']",0,0,8,O
11957440,2,44,74,"MATERIAL AND METHODS All 152 male employees in a computer company, 25-45 years of age, were invited to participate in a controlled intervention study over one year.","['MATERIAL', 'AND', 'METHODS', 'All', '152', 'male', 'employees', 'in', 'a', 'computer', 'company', ',', '25-45', 'years', 'of', 'age', ',', 'were', 'invited', 'to', 'participate', 'in', 'a', 'controlled', 'intervention', 'study', 'over', 'one', 'year', '.']",11,0,0,P
11957440,3,74,91,The subjects were randomised to an intervention group (I group) and a control group.,"['The', 'subjects', 'were', 'randomised', 'to', 'an', 'intervention', 'group', '(', 'I', 'group', ')', 'and', 'a', 'control', 'group', '.']",0,5,0,I
11957440,4,91,107,The I group was divided into subgroups based on baseline behaviour and risk factor status.,"['The', 'I', 'group', 'was', 'divided', 'into', 'subgroups', 'based', 'on', 'baseline', 'behaviour', 'and', 'risk', 'factor', 'status', '.']",0,0,0,NONE
11957440,5,107,114,Changes were evaluated after one year.,"['Changes', 'were', 'evaluated', 'after', 'one', 'year', '.']",0,0,0,NONE
11957440,6,114,134,"After an initial health examination, participants in the I group were counselled at baseline and at 5 months.","['After', 'an', 'initial', 'health', 'examination', ',', 'participants', 'in', 'the', 'I', 'group', 'were', 'counselled', 'at', 'baseline', 'and', 'at', '5', 'months', '.']",0,1,0,I
11957440,7,134,143,RESULTS Eighty-five (56%) men participated.,"['RESULTS', 'Eighty-five', '(', '56', '%', ')', 'men', 'participated', '.']",2,0,0,P
11957440,8,143,166,Twenty-nine were assigned to a control group and 56 to an intervention group (I group) (dropouts = 8).,"['Twenty-nine', 'were', 'assigned', 'to', 'a', 'control', 'group', 'and', '56', 'to', 'an', 'intervention', 'group', '(', 'I', 'group', ')', '(', 'dropouts', '=', '8', ')', '.']",0,0,0,NONE
11957440,9,166,204,"An exercise group (E group) was advised to take up aerobics exercise three times/week, a diet group to reduce the intake of saturated fat and increase fish products, and smokers to stop smoking.","['An', 'exercise', 'group', '(', 'E', 'group', ')', 'was', 'advised', 'to', 'take', 'up', 'aerobics', 'exercise', 'three', 'times/week', ',', 'a', 'diet', 'group', 'to', 'reduce', 'the', 'intake', 'of', 'saturated', 'fat', 'and', 'increase', 'fish', 'products', ',', 'and', 'smokers', 'to', 'stop', 'smoking', '.']",0,19,0,I
11957440,10,204,218,Forty were recommended one or more behavioural changes and eight had no need.,"['Forty', 'were', 'recommended', 'one', 'or', 'more', 'behavioural', 'changes', 'and', 'eight', 'had', 'no', 'need', '.']",0,5,0,I
11957440,11,218,226,Thirty-four were willing to make behavioural changes.,"['Thirty-four', 'were', 'willing', 'to', 'make', 'behavioural', 'changes', '.']",0,0,0,NONE
11957440,12,226,255,"Compared to the control group, the fitness level increased (p <0.01) and body weight decreased in the I group (p <0.05).","['Compared', 'to', 'the', 'control', 'group', ',', 'the', 'fitness', 'level', 'increased', '(', 'p', '<', '0.01', ')', 'and', 'body', 'weight', 'decreased', 'in', 'the', 'I', 'group', '(', 'p', '<', '0.05', ')', '.']",0,0,4,O
11957440,13,255,269,DISCUSSION Individual counselling promotes regular exercise with subsequent improvements in CHD risk factors.,"['DISCUSSION', 'Individual', 'counselling', 'promotes', 'regular', 'exercise', 'with', 'subsequent', 'improvements', 'in', 'CHD', 'risk', 'factors', '.']",0,2,3,MIXED
11957440,14,269,283,The diet and smoking counselling models were less successful in terms of compliance.,"['The', 'diet', 'and', 'smoking', 'counselling', 'models', 'were', 'less', 'successful', 'in', 'terms', 'of', 'compliance', '.']",0,5,0,I
11961446,0,0,19,Short-term intravenous antibiotic treatment of acute hematogenous bone and joint infection in children: a prospective randomized trial.,"['Short-term', 'intravenous', 'antibiotic', 'treatment', 'of', 'acute', 'hematogenous', 'bone', 'and', 'joint', 'infection', 'in', 'children', ':', 'a', 'prospective', 'randomized', 'trial', '.']",9,4,0,MIXED
11961446,1,19,65,"Thirty-three cases of acute hematogenous bone or joint infection in children were randomly treated with short-term (7 days for joint infection, 10 days for bone infection) or long-term (14 days and 21 days, respectively) intravenous antibiotics after surgical drainage.","['Thirty-three', 'cases', 'of', 'acute', 'hematogenous', 'bone', 'or', 'joint', 'infection', 'in', 'children', 'were', 'randomly', 'treated', 'with', 'short-term', '(', '7', 'days', 'for', 'joint', 'infection', ',', '10', 'days', 'for', 'bone', 'infection', ')', 'or', 'long-term', '(', '14', 'days', 'and', '21', 'days', ',', 'respectively', ')', 'intravenous', 'antibiotics', 'after', 'surgical', 'drainage', '.']",1,6,0,MIXED
11961446,2,65,100,"The treatment outcome was measured through a detailed scoring system that included the ability to eradicate infection, the functional status of the limb, and the radiographic appearance of the bone and joint.","['The', 'treatment', 'outcome', 'was', 'measured', 'through', 'a', 'detailed', 'scoring', 'system', 'that', 'included', 'the', 'ability', 'to', 'eradicate', 'infection', ',', 'the', 'functional', 'status', 'of', 'the', 'limb', ',', 'and', 'the', 'radiographic', 'appearance', 'of', 'the', 'bone', 'and', 'joint', '.']",0,0,16,O
11961446,3,100,124,"The results were similar in both groups, showing the added benefit of a shorter hospital stay for children with blood-borne musculoskeletal infection.","['The', 'results', 'were', 'similar', 'in', 'both', 'groups', ',', 'showing', 'the', 'added', 'benefit', 'of', 'a', 'shorter', 'hospital', 'stay', 'for', 'children', 'with', 'blood-borne', 'musculoskeletal', 'infection', '.']",2,0,0,P
11961446,4,124,140,The use of this scoring system in choosing the route of antibiotic administration is recommended.,"['The', 'use', 'of', 'this', 'scoring', 'system', 'in', 'choosing', 'the', 'route', 'of', 'antibiotic', 'administration', 'is', 'recommended', '.']",0,1,0,I
11965204,0,0,20,"Diet and tobacco use: analysis of data from the diabetic control and complications trial, a randomized study.","['Diet', 'and', 'tobacco', 'use', ':', 'analysis', 'of', 'data', 'from', 'the', 'diabetic', 'control', 'and', 'complications', 'trial', ',', 'a', 'randomized', 'study', '.']",0,1,0,I
11965204,1,20,48,CONTEXT The Diabetic Control and Complications Trial (DCCT) researchers kept careful records of the food consumption and tobacco using habits of type 1 diabetic subjects.,"['CONTEXT', 'The', 'Diabetic', 'Control', 'and', 'Complications', 'Trial', '(', 'DCCT', ')', 'researchers', 'kept', 'careful', 'records', 'of', 'the', 'food', 'consumption', 'and', 'tobacco', 'using', 'habits', 'of', 'type', '1', 'diabetic', 'subjects', '.']",3,0,0,P
11965204,2,48,64,"However, they did not report the relationship of tobacco using habits with dietary intake.","['However', ',', 'they', 'did', 'not', 'report', 'the', 'relationship', 'of', 'tobacco', 'using', 'habits', 'with', 'dietary', 'intake', '.']",0,0,5,O
11965204,3,64,78,OBJECTIVE Analyze the relationship between tobacco smoking and intake of macro and micronutrients.,"['OBJECTIVE', 'Analyze', 'the', 'relationship', 'between', 'tobacco', 'smoking', 'and', 'intake', 'of', 'macro', 'and', 'micronutrients', '.']",0,5,10,MIXED
11965204,4,78,83,DESIGN Randomized controlled trial.,"['DESIGN', 'Randomized', 'controlled', 'trial', '.']",0,0,0,NONE
11965204,5,83,91,SETTING Referral clinics in 27 academic centers.,"['SETTING', 'Referral', 'clinics', 'in', '27', 'academic', 'centers', '.']",0,0,0,NONE
11965204,6,91,96,PATIENTS Type 1 diabetics.,"['PATIENTS', 'Type', '1', 'diabetics', '.']",1,0,0,P
11965204,7,96,148,"INTERVENTION Using the data sets of the DCCT, this study analyzed the strengths of the associations between smoking and macronutrient consumption, hemoglobin A1c (HbA1c), body mass index (BMI), and serum lipid levels at the study baseline, 2 years, and 4 years.","['INTERVENTION', 'Using', 'the', 'data', 'sets', 'of', 'the', 'DCCT', ',', 'this', 'study', 'analyzed', 'the', 'strengths', 'of', 'the', 'associations', 'between', 'smoking', 'and', 'macronutrient', 'consumption', ',', 'hemoglobin', 'A1c', '(', 'HbA1c', ')', ',', 'body', 'mass', 'index', '(', 'BMI', ')', ',', 'and', 'serum', 'lipid', 'levels', 'at', 'the', 'study', 'baseline', ',', '2', 'years', ',', 'and', '4', 'years', '.']",0,7,5,MIXED
11965204,8,148,167,"MAIN OUTCOME MEASURES Statistically significant correlations between smoking and nutrient intake, HbA1c, and serum lipid levels.","['MAIN', 'OUTCOME', 'MEASURES', 'Statistically', 'significant', 'correlations', 'between', 'smoking', 'and', 'nutrient', 'intake', ',', 'HbA1c', ',', 'and', 'serum', 'lipid', 'levels', '.']",0,0,2,O
11965204,9,167,192,"RESULTS Cigarette, cigar, or pipe use at each time interval correlated with significantly increased caloric intake in males but not in females.","['RESULTS', 'Cigarette', ',', 'cigar', ',', 'or', 'pipe', 'use', 'at', 'each', 'time', 'interval', 'correlated', 'with', 'significantly', 'increased', 'caloric', 'intake', 'in', 'males', 'but', 'not', 'in', 'females', '.']",0,0,9,O
11965204,10,192,209,"In both males and females, tobacco users consumed more fat, cholesterol, and alcohol.","['In', 'both', 'males', 'and', 'females', ',', 'tobacco', 'users', 'consumed', 'more', 'fat', ',', 'cholesterol', ',', 'and', 'alcohol', '.']",2,0,10,MIXED
11965204,11,209,228,Female smokers had higher serum low-density lipoprotein (LDL) /high-density lipoprotein (HDL) ratios and triglycerides.,"['Female', 'smokers', 'had', 'higher', 'serum', 'low-density', 'lipoprotein', '(', 'LDL', ')', '/high-density', 'lipoprotein', '(', 'HDL', ')', 'ratios', 'and', 'triglycerides', '.']",0,0,0,NONE
11965204,12,228,251,"Serum cholesterols, LDL/HDL ratios, LDL cholesterols, and triglyceride determinations in male tobacco users significantly exceeded those in nonsmoking males.","['Serum', 'cholesterols', ',', 'LDL/HDL', 'ratios', ',', 'LDL', 'cholesterols', ',', 'and', 'triglyceride', 'determinations', 'in', 'male', 'tobacco', 'users', 'significantly', 'exceeded', 'those', 'in', 'nonsmoking', 'males', '.']",0,0,8,O
11965204,13,251,263,HDL cholesterols were lower in both female and male tobacco users.,"['HDL', 'cholesterols', 'were', 'lower', 'in', 'both', 'female', 'and', 'male', 'tobacco', 'users', '.']",0,0,2,O
11965204,14,263,278,Nutrient intake of former tobacco users resembled that of nonusers rather than current users.,"['Nutrient', 'intake', 'of', 'former', 'tobacco', 'users', 'resembled', 'that', 'of', 'nonusers', 'rather', 'than', 'current', 'users', '.']",0,0,2,O
11965204,15,278,301,"CONCLUSIONS A significant association exists between smoking and a diet with higher risks of atherosclerosis, cancer, and other degenerative diseases.","['CONCLUSIONS', 'A', 'significant', 'association', 'exists', 'between', 'smoking', 'and', 'a', 'diet', 'with', 'higher', 'risks', 'of', 'atherosclerosis', ',', 'cancer', ',', 'and', 'other', 'degenerative', 'diseases', '.']",0,0,13,O
11965204,16,301,331,"The strong association of tobacco with heart disease, stroke, vasculopathies, and various malignancies may be in part due to its association with a higher fat diet.","['The', 'strong', 'association', 'of', 'tobacco', 'with', 'heart', 'disease', ',', 'stroke', ',', 'vasculopathies', ',', 'and', 'various', 'malignancies', 'may', 'be', 'in', 'part', 'due', 'to', 'its', 'association', 'with', 'a', 'higher', 'fat', 'diet', '.']",0,0,0,NONE
11965204,17,331,354,The higher fat diet of tobacco users probably accounts in part for their higher risk of developing type 2 diabetes and hyperlipidemia.,"['The', 'higher', 'fat', 'diet', 'of', 'tobacco', 'users', 'probably', 'accounts', 'in', 'part', 'for', 'their', 'higher', 'risk', 'of', 'developing', 'type', '2', 'diabetes', 'and', 'hyperlipidemia', '.']",0,0,0,NONE
11965204,18,354,367,Tobacco users should be informed about the diet and tobacco use association.,"['Tobacco', 'users', 'should', 'be', 'informed', 'about', 'the', 'diet', 'and', 'tobacco', 'use', 'association', '.']",0,0,3,O
11978262,0,0,20,Oat ingestion reduces systolic and diastolic blood pressure in patients with mild or borderline hypertension: a pilot trial.,"['Oat', 'ingestion', 'reduces', 'systolic', 'and', 'diastolic', 'blood', 'pressure', 'in', 'patients', 'with', 'mild', 'or', 'borderline', 'hypertension', ':', 'a', 'pilot', 'trial', '.']",7,2,0,MIXED
11978262,1,20,41,OBJECTIVES We assessed the short-term antihypertensive effects of soluble fiber-rich whole oat cereals when added to a standard American diet.,"['OBJECTIVES', 'We', 'assessed', 'the', 'short-term', 'antihypertensive', 'effects', 'of', 'soluble', 'fiber-rich', 'whole', 'oat', 'cereals', 'when', 'added', 'to', 'a', 'standard', 'American', 'diet', '.']",0,5,0,I
11978262,2,41,52,"In addition, multiple assessments of insulin sensitivity were conducted.","['In', 'addition', ',', 'multiple', 'assessments', 'of', 'insulin', 'sensitivity', 'were', 'conducted', '.']",0,0,0,NONE
11978262,3,52,96,"STUDY DESIGN This was a randomized, controlled, parallel-group pilot study designed to compare an oat cereal group (standardized to 5.52 g/day beta-glucan) to a low-fiber cereal control group (less than 1.0 g/day total fiber) over 6 weeks.","['STUDY', 'DESIGN', 'This', 'was', 'a', 'randomized', ',', 'controlled', ',', 'parallel-group', 'pilot', 'study', 'designed', 'to', 'compare', 'an', 'oat', 'cereal', 'group', '(', 'standardized', 'to', '5.52', 'g/day', 'beta-glucan', ')', 'to', 'a', 'low-fiber', 'cereal', 'control', 'group', '(', 'less', 'than', '1.0', 'g/day', 'total', 'fiber', ')', 'over', '6', 'weeks', '.']",0,23,0,I
11978262,4,96,118,POPULATION A total of 18 hypertensive and hyperinsulinemic (= 10 U/mL or more) men and women completed the trial.,"['POPULATION', 'A', 'total', 'of', '18', 'hypertensive', 'and', 'hyperinsulinemic', '(', '=', '10', 'U/mL', 'or', 'more', ')', 'men', 'and', 'women', 'completed', 'the', 'trial', '.']",0,0,0,NONE
11978262,5,118,140,OUTCOMES MEASURED Primary study outcomes were changes in systolic blood pressure (SBP) and diastolic blood pressure (DBP).,"['OUTCOMES', 'MEASURED', 'Primary', 'study', 'outcomes', 'were', 'changes', 'in', 'systolic', 'blood', 'pressure', '(', 'SBP', ')', 'and', 'diastolic', 'blood', 'pressure', '(', 'DBP', ')', '.']",0,0,12,O
